Temperature,Humidity,Moisture,pH,Soil Type,Tea Type,Nitrogen,Potassium,Phosphorous,Size of land,Kilos Produced,Number of Bushes,Fertilizer Name,Number of Bags
23,64,52,7.218188833944378,Sandy,Black,35,32,17,10,557,1338,Organic,11
20,78,52,4.721354973000972,Clay,Oolong,37,22,11,7,1425,1173,NPK 20-20-10,28
23,61,52,6.0583423963446865,Loam,Black,32,32,18,15,724,984,NPK 20-20-10,14
23,75,52,8.349240898472791,Sandy,Black,47,27,8,7,828,518,NPK 20-20-10,16
20,68,63,5.841194465670892,Clay,Oolong,26,18,17,18,1095,1329,Organic,21
25,75,70,6.369501860187192,Clay,Black,28,36,9,11,763,1151,NPK 20-20-10,15
26,61,70,6.936514757782808,Loam,Oolong,33,39,23,19,1109,1253,NPK 5-10-5,22
28,75,53,6.2335059445648096,Clay,Oolong,43,20,25,14,1137,937,NPK 5-10-5,22
24,70,61,4.536239083032985,Sandy,Black,25,20,22,5,1385,939,NPK 5-10-5,27
21,69,65,5.002860790085893,Clay,Oolong,44,36,12,19,1070,1323,Organic,21
30,75,61,7.629935049167836,Clay,Oolong,29,31,28,7,618,946,NPK 20-20-10,12
21,63,55,6.3112392373909785,Clay,Black,40,27,14,15,594,1278,Organic,11
22,71,62,6.489264205142516,Sandy,Green,34,19,15,18,921,948,Organic,18
24,76,59,6.838425115541192,Clay,Green,47,33,15,15,647,759,Organic,12
28,75,62,7.123739925793689,Clay,Green,48,25,15,18,1147,1237,Organic,22
20,75,63,6.8446869945681845,Loam,Oolong,37,37,15,6,837,1317,Organic,16
28,71,65,8.052588589786513,Sandy,Green,26,17,27,20,1402,1258,NPK 5-10-5,28
22,70,66,6.16820736498873,Loam,Black,26,20,5,8,1032,1195,Organic,20
21,70,70,6.478747085120404,Loam,Black,40,19,22,8,1453,766,NPK 5-10-5,29
26,77,66,6.449558791918015,Clay,Black,47,29,7,8,1002,589,Organic,20
27,72,69,4.630996709717345,Clay,Green,30,38,26,9,812,891,NPK 5-10-5,16
28,60,65,6.132030153372143,Sandy,Black,33,36,9,7,1344,1479,NPK 20-20-10,26
28,69,67,4.687079583402106,Sandy,Black,46,21,19,12,688,1382,NPK 5-10-5,13
22,67,57,8.01346082268136,Sandy,Oolong,25,38,26,12,1474,915,NPK 5-10-5,29
25,72,63,4.812251864007064,Sandy,Oolong,47,37,19,19,1222,1239,NPK 5-10-5,24
24,74,63,8.339480591295008,Sandy,Black,39,40,11,12,1359,1211,NPK 20-20-10,27
26,61,50,5.434007411389626,Sandy,Green,35,29,8,7,539,1148,NPK 5-10-5,10
28,60,63,7.047544138873853,Sandy,Black,38,40,8,17,1258,1222,Organic,25
21,64,52,6.320228261666832,Sandy,Oolong,33,34,19,17,1123,1074,NPK 20-20-10,22
20,79,67,7.043783726902785,Sandy,Green,40,26,7,5,1395,1090,Organic,27
21,80,68,5.321578875514307,Clay,Green,48,31,20,13,878,1125,NPK 5-10-5,17
23,78,58,4.59075922321658,Sandy,Green,26,37,9,5,1175,1044,NPK 20-20-10,23
27,64,56,6.774297608803315,Loam,Black,27,26,30,6,910,1484,NPK 5-10-5,18
24,64,68,7.241519653722264,Sandy,Oolong,29,27,7,10,874,747,Organic,17
29,65,55,7.823187995038074,Clay,Green,30,36,26,20,921,649,NPK 20-20-10,18
29,64,68,4.591202179486933,Sandy,Black,49,27,16,17,1437,1188,NPK 20-20-10,28
27,78,56,5.388685544556641,Sandy,Oolong,50,35,9,13,549,566,NPK 20-20-10,10
21,69,66,5.0621394594761,Loam,Oolong,35,32,24,18,1186,989,Organic,23
20,63,58,8.369486375031082,Loam,Green,26,15,29,9,1283,948,NPK 20-20-10,25
30,60,54,7.393928801661443,Sandy,Green,49,32,30,10,1428,723,NPK 20-20-10,28
20,67,56,6.7955060655029875,Sandy,Oolong,27,21,23,20,710,1278,NPK 5-10-5,14
24,68,63,5.7054121504536885,Clay,Oolong,43,21,14,15,1266,830,Organic,25
21,67,60,6.166603790506553,Loam,Black,35,23,26,11,555,591,NPK 5-10-5,11
25,79,67,6.1357532037889015,Clay,Oolong,47,18,17,13,1195,501,NPK 20-20-10,23
30,70,65,8.400441213546625,Sandy,Green,33,35,14,13,699,1470,Organic,13
28,79,53,6.271132716448122,Clay,Green,43,24,19,20,918,1281,NPK 20-20-10,18
28,63,68,8.259168142554248,Clay,Green,27,37,30,6,1325,1214,NPK 5-10-5,26
29,63,69,4.774140157898499,Sandy,Oolong,50,37,12,10,593,520,Organic,11
25,62,63,7.206922376394396,Clay,Black,25,39,6,10,1450,1104,NPK 5-10-5,29
29,63,65,4.890421391846404,Clay,Green,40,24,24,9,1102,846,Organic,22
27,68,62,5.073235469700087,Clay,Oolong,34,27,21,20,1390,1035,Organic,27
22,66,70,6.573475031503206,Clay,Green,31,21,11,19,685,1311,NPK 20-20-10,13
28,72,65,6.764053066273516,Loam,Oolong,40,22,6,17,594,1297,Organic,11
24,75,53,5.08676374128947,Clay,Black,29,36,15,13,779,1165,Organic,15
30,64,54,7.816269443565282,Clay,Black,43,40,30,18,957,978,Organic,19
30,66,56,7.624927436448793,Clay,Oolong,36,21,13,16,1204,808,NPK 20-20-10,24
25,76,51,8.2819546532697,Sandy,Black,32,27,23,11,800,1217,NPK 20-20-10,16
26,72,57,5.150627233081924,Loam,Black,34,37,18,16,895,1338,NPK 20-20-10,17
26,67,67,6.900669559216494,Loam,Oolong,25,24,27,14,545,619,NPK 5-10-5,10
28,74,69,8.058914588843066,Loam,Black,39,28,21,20,622,791,NPK 5-10-5,12
27,62,60,4.668532538176059,Clay,Oolong,48,33,18,19,622,735,NPK 5-10-5,12
28,63,67,5.342060986041819,Sandy,Oolong,26,33,28,19,955,730,Organic,19
22,78,59,7.618183726291084,Clay,Green,41,28,24,18,947,765,NPK 5-10-5,18
21,80,53,7.130081555651658,Sandy,Green,33,30,9,11,1363,665,NPK 20-20-10,27
29,62,63,7.818213719194393,Sandy,Black,45,38,22,8,1214,580,NPK 20-20-10,24
21,71,56,6.398792034973498,Clay,Black,47,24,6,15,901,1334,NPK 5-10-5,18
23,75,57,4.516110728186096,Loam,Oolong,50,30,14,11,1483,902,Organic,29
30,61,61,4.594157170003447,Clay,Green,35,17,16,7,992,991,NPK 20-20-10,19
29,74,59,5.095831377683556,Clay,Green,49,22,25,14,1291,611,Organic,25
22,75,70,7.334799957301337,Sandy,Green,30,23,14,14,657,1092,NPK 20-20-10,13
24,80,61,5.58335521508217,Loam,Oolong,33,24,22,5,503,1228,Organic,10
20,64,63,6.220942607342911,Sandy,Green,44,15,23,11,600,721,NPK 20-20-10,12
24,64,69,6.750461087587896,Loam,Oolong,45,26,22,18,1101,1442,NPK 20-20-10,22
28,80,70,7.675253334728756,Sandy,Green,29,30,30,12,532,1284,NPK 5-10-5,10
21,75,63,7.960700471837223,Sandy,Green,37,27,13,9,1231,1141,NPK 5-10-5,24
29,64,69,4.633827322562882,Loam,Oolong,38,22,12,8,585,625,Organic,11
24,67,63,4.855752430400262,Clay,Oolong,39,26,7,17,1009,1445,NPK 5-10-5,20
28,64,63,6.998647215056679,Loam,Green,48,17,30,19,757,528,Organic,15
20,63,68,6.601679806350205,Loam,Black,32,20,30,9,1395,1064,Organic,27
28,79,52,6.757542733888575,Loam,Black,47,28,13,17,1048,552,NPK 20-20-10,20
24,74,52,4.938987902793784,Sandy,Green,37,31,19,15,620,848,Organic,12
26,70,50,6.169378533650491,Clay,Oolong,26,33,18,16,711,572,NPK 5-10-5,14
22,71,57,5.311486031714439,Sandy,Black,47,32,11,12,1172,858,NPK 5-10-5,23
26,63,50,6.727262153140327,Sandy,Oolong,49,32,22,18,815,1090,NPK 20-20-10,16
27,79,67,5.635431707059075,Clay,Green,27,28,26,15,1127,1222,NPK 20-20-10,22
23,62,58,7.460203911245429,Clay,Green,38,39,15,11,1362,851,NPK 20-20-10,27
29,65,53,6.1226981878222855,Loam,Oolong,48,27,23,19,735,1278,NPK 20-20-10,14
22,80,61,4.777195981554516,Clay,Black,28,15,17,14,927,1029,Organic,18
22,74,60,6.4601749861526265,Sandy,Black,39,39,8,15,784,946,NPK 20-20-10,15
22,79,70,6.116731942736208,Clay,Green,48,21,20,11,850,1158,NPK 20-20-10,17
27,75,53,6.587444274622706,Loam,Oolong,43,37,23,19,1225,1033,NPK 5-10-5,24
22,60,64,6.52321243098039,Sandy,Oolong,32,19,24,11,1451,1372,NPK 20-20-10,29
28,72,64,8.26716108705169,Loam,Black,26,19,28,15,1223,1044,Organic,24
25,66,70,8.161175369550081,Loam,Oolong,47,26,13,10,1148,678,Organic,22
28,65,65,8.350538953480191,Loam,Black,34,31,21,8,1298,641,NPK 20-20-10,25
30,72,55,5.329407306070635,Clay,Oolong,43,38,5,14,796,716,Organic,15
25,68,54,8.056324287640379,Clay,Green,26,18,10,20,1376,820,Organic,27
21,77,59,6.980692103899448,Loam,Oolong,27,17,12,20,1144,679,NPK 20-20-10,22
30,60,52,7.2719078304204565,Loam,Oolong,33,26,7,16,1405,890,NPK 20-20-10,28
27,64,66,4.719085398272771,Loam,Black,39,22,15,7,545,821,NPK 5-10-5,10
26,71,61,6.9384727548789575,Loam,Green,30,19,6,15,875,647,NPK 20-20-10,17
25,65,59,7.94044018292043,Sandy,Black,40,21,22,9,1176,677,NPK 20-20-10,23
25,62,56,6.434112209983811,Sandy,Oolong,26,33,15,11,1100,1456,Organic,22
23,68,68,7.248605711706425,Sandy,Oolong,26,22,12,8,672,718,NPK 5-10-5,13
27,68,61,6.27738994821299,Clay,Black,29,18,29,16,1292,626,Organic,25
25,67,51,6.283318450562516,Sandy,Black,40,21,16,19,1426,1470,NPK 5-10-5,28
29,69,54,7.0044464977024,Sandy,Oolong,25,40,5,7,571,975,NPK 20-20-10,11
27,60,50,4.544727930587856,Loam,Oolong,38,16,24,7,759,803,NPK 5-10-5,15
21,60,68,4.747038970730487,Clay,Green,29,39,8,12,818,771,NPK 5-10-5,16
28,72,69,4.521354371809932,Clay,Oolong,42,19,21,13,875,567,Organic,17
26,69,63,5.059271887329709,Loam,Green,29,40,22,20,660,1390,NPK 5-10-5,13
24,78,69,8.197055753675196,Loam,Oolong,33,22,11,11,734,1199,NPK 20-20-10,14
24,67,67,6.804358960885125,Sandy,Oolong,39,36,28,6,1162,587,NPK 5-10-5,23
21,62,68,7.094974390452386,Loam,Green,33,28,25,10,1300,835,NPK 5-10-5,26
24,64,61,8.365717636535884,Clay,Oolong,36,35,21,20,1028,648,Organic,20
27,60,60,6.285345063572503,Clay,Oolong,38,39,14,15,824,1447,NPK 20-20-10,16
21,76,52,5.85338258876164,Loam,Black,37,22,24,10,655,1120,NPK 20-20-10,13
26,69,55,6.813124945150487,Loam,Black,34,30,27,18,978,1145,NPK 5-10-5,19
25,64,59,5.460058247153064,Clay,Black,44,32,5,8,839,699,NPK 20-20-10,16
23,68,66,7.8135328012898935,Loam,Black,26,39,17,9,1099,951,NPK 5-10-5,21
25,77,52,6.232486500416422,Sandy,Black,39,39,19,10,1284,960,NPK 5-10-5,25
25,77,57,8.37557308724338,Loam,Green,43,34,29,17,1272,1007,NPK 20-20-10,25
28,60,58,6.574898152049359,Loam,Black,47,38,6,16,903,1039,NPK 20-20-10,18
23,69,53,5.843258489217792,Clay,Oolong,41,17,24,9,997,1484,NPK 5-10-5,19
24,79,58,8.020585157325872,Loam,Green,34,31,22,14,1096,1052,NPK 5-10-5,21
30,65,70,8.244242930755803,Sandy,Black,28,17,25,12,1296,541,NPK 20-20-10,25
29,73,60,6.147762320810289,Loam,Oolong,38,29,27,14,1272,1284,Organic,25
24,67,63,8.025727578853287,Sandy,Oolong,26,31,24,11,603,542,NPK 5-10-5,12
23,71,56,5.218008027756412,Loam,Black,26,32,27,15,774,740,NPK 5-10-5,15
27,79,68,8.201496403982667,Sandy,Oolong,25,20,22,9,1201,985,Organic,24
22,66,65,5.4199693533115205,Clay,Oolong,40,31,15,9,1137,1084,Organic,22
30,62,63,6.364413510410607,Sandy,Black,45,15,8,6,1128,1477,Organic,22
25,65,62,8.443482545007603,Loam,Green,44,22,26,14,734,1255,NPK 5-10-5,14
30,74,53,6.030882511157998,Clay,Black,45,18,8,16,540,1124,NPK 20-20-10,10
25,62,67,5.958860656686632,Clay,Oolong,32,23,29,7,510,1486,Organic,10
27,73,64,5.268677988597991,Sandy,Black,34,35,17,9,1332,597,NPK 20-20-10,26
26,76,64,6.725537470419502,Sandy,Green,36,24,25,11,1186,1340,NPK 5-10-5,23
25,74,51,5.897566718819116,Sandy,Green,46,23,24,20,542,1378,NPK 20-20-10,10
20,74,61,8.328818858486366,Sandy,Green,41,17,17,8,1133,1298,NPK 5-10-5,22
22,80,55,6.502623538777977,Clay,Oolong,30,40,26,10,1388,555,Organic,27
22,69,65,8.249055100004881,Loam,Green,36,28,16,16,1130,544,NPK 20-20-10,22
26,75,66,6.960315003939289,Sandy,Green,46,25,18,7,1013,905,Organic,20
28,69,52,6.2054468629696125,Loam,Green,25,23,26,13,854,1484,Organic,17
28,65,69,5.073362553407362,Loam,Oolong,30,27,15,12,861,926,NPK 20-20-10,17
26,61,57,5.089552279521984,Clay,Oolong,45,31,22,12,967,1144,NPK 5-10-5,19
22,69,55,8.483038746875021,Loam,Black,26,40,19,6,823,874,NPK 5-10-5,16
29,79,68,8.141166898440273,Loam,Green,50,32,29,13,1442,673,NPK 5-10-5,28
28,78,66,6.049316705593118,Clay,Black,47,19,11,15,773,1005,NPK 5-10-5,15
25,80,65,5.608492909532297,Clay,Oolong,31,23,6,9,1145,1493,NPK 5-10-5,22
21,77,50,5.957430688495889,Clay,Black,45,35,21,14,1397,1467,Organic,27
30,65,51,8.437529065243147,Clay,Oolong,33,27,29,15,751,1038,NPK 5-10-5,15
30,62,51,7.0011572571414025,Clay,Black,34,23,27,17,912,612,Organic,18
21,68,52,6.233326762800422,Clay,Green,36,29,15,17,1060,1124,NPK 5-10-5,21
24,76,55,8.10244913533416,Clay,Oolong,45,39,27,12,1071,1353,Organic,21
26,80,70,8.067583323559468,Clay,Oolong,46,30,14,5,663,1321,NPK 5-10-5,13
27,71,51,7.997869247807348,Clay,Green,43,29,5,13,1163,1223,Organic,23
26,70,66,5.371402770697795,Loam,Oolong,45,30,14,13,721,777,NPK 20-20-10,14
23,66,52,4.506529291556696,Loam,Black,45,35,7,7,557,1421,NPK 5-10-5,11
24,75,68,7.808959118939573,Clay,Black,38,26,10,19,1431,1088,NPK 20-20-10,28
24,64,66,8.307895504734814,Clay,Black,35,27,30,14,805,929,Organic,16
24,61,67,6.068354149530465,Loam,Oolong,38,30,10,19,704,650,NPK 5-10-5,14
23,60,60,8.181641384909467,Loam,Black,26,21,16,15,1215,998,Organic,24
26,69,56,5.779877951266908,Loam,Black,30,15,5,7,991,1035,Organic,19
27,75,67,8.115466346381227,Loam,Oolong,31,16,26,17,1387,1496,NPK 20-20-10,27
25,76,53,6.974013462138172,Loam,Green,26,38,8,13,888,1284,NPK 20-20-10,17
29,76,68,6.232621667679183,Clay,Black,43,26,15,15,1130,745,NPK 20-20-10,22
29,76,51,7.888230090594851,Clay,Green,29,29,9,11,1162,1253,NPK 5-10-5,23
30,76,64,6.85450853402398,Loam,Oolong,29,33,15,11,689,771,Organic,13
28,63,70,5.2510751948072585,Loam,Green,35,26,11,16,920,721,NPK 5-10-5,18
22,66,65,6.152679506988483,Loam,Green,42,22,21,11,1397,1342,NPK 20-20-10,27
21,69,55,8.007993476752244,Loam,Black,45,31,9,14,1151,642,NPK 20-20-10,23
22,63,57,4.684033217149154,Clay,Green,46,37,26,16,1105,998,NPK 20-20-10,22
30,72,50,6.25922905798828,Clay,Green,25,32,9,17,733,786,NPK 5-10-5,14
28,75,67,8.147132646461476,Loam,Black,39,23,15,15,732,1234,NPK 20-20-10,14
21,80,56,6.039153242720927,Sandy,Green,30,28,30,6,1157,1143,NPK 5-10-5,23
23,61,62,8.090898127038773,Sandy,Black,44,22,12,13,1289,857,NPK 5-10-5,25
24,76,55,8.188064927131245,Loam,Black,45,25,10,17,608,595,NPK 5-10-5,12
21,66,64,4.840572545826083,Loam,Black,40,16,18,7,859,501,NPK 20-20-10,17
21,78,52,6.84535422724298,Sandy,Green,43,18,20,11,635,1344,NPK 20-20-10,12
26,66,59,7.1887453051124,Loam,Black,28,21,12,9,1440,576,NPK 5-10-5,28
29,67,67,5.615987784998469,Clay,Green,43,36,9,15,754,1428,Organic,15
20,76,54,8.430076680865621,Clay,Black,29,28,17,20,616,748,NPK 20-20-10,12
23,74,63,5.228963462417514,Sandy,Black,26,21,12,8,1204,1144,NPK 20-20-10,24
21,72,50,6.234045846980472,Loam,Green,33,17,21,15,1179,1366,Organic,23
20,74,52,5.319109145297144,Clay,Black,43,40,19,7,737,684,NPK 5-10-5,14
26,61,64,7.327803809482985,Loam,Oolong,42,27,26,19,1128,1037,NPK 5-10-5,22
24,72,59,7.045184880266492,Loam,Green,26,22,13,16,1128,1497,NPK 5-10-5,22
21,71,53,7.02310167108247,Sandy,Green,37,31,14,12,932,857,Organic,18
28,70,69,6.319005695777593,Sandy,Oolong,46,19,21,11,1095,1500,Organic,21
23,66,56,6.651746503434738,Clay,Green,36,26,22,16,1054,734,Organic,21
23,63,62,8.014686348984924,Sandy,Oolong,35,38,23,9,865,1006,NPK 20-20-10,17
27,78,59,7.095890623367177,Clay,Green,34,29,9,15,1042,1153,Organic,20
23,76,61,5.840475454111182,Clay,Oolong,41,37,29,10,705,1080,Organic,14
28,66,54,4.801312702716476,Loam,Black,30,15,26,18,1221,1190,Organic,24
23,70,65,6.434417514384618,Sandy,Oolong,44,30,25,8,777,531,Organic,15
28,65,59,6.845115406084867,Sandy,Green,26,25,27,19,616,879,NPK 5-10-5,12
26,64,66,7.471084133028176,Clay,Black,31,16,15,19,1045,1069,NPK 20-20-10,20
25,75,65,5.536577576167723,Sandy,Green,31,20,24,14,1294,1080,Organic,25
26,74,59,7.124856729004009,Clay,Black,44,22,24,6,1327,571,NPK 5-10-5,26
20,75,70,5.283638242768356,Sandy,Green,34,35,29,11,874,1028,NPK 20-20-10,17
26,72,58,8.254845482973106,Loam,Green,47,32,15,11,634,1485,NPK 5-10-5,12
27,60,56,7.906629891102938,Loam,Green,39,15,23,20,1390,1089,NPK 20-20-10,27
29,80,58,6.953490124080888,Loam,Black,45,34,11,19,626,1428,NPK 20-20-10,12
22,71,53,7.93915928169514,Clay,Black,38,23,9,6,867,1486,NPK 20-20-10,17
26,66,53,6.816855866486814,Sandy,Black,48,17,8,17,733,1374,NPK 20-20-10,14
20,67,70,8.459756897725892,Sandy,Green,27,20,15,12,1090,1074,NPK 5-10-5,21
25,70,64,7.591347469545511,Clay,Oolong,27,18,19,9,665,771,NPK 5-10-5,13
23,77,61,7.2796870042980455,Clay,Green,50,39,29,8,869,785,NPK 20-20-10,17
24,60,69,4.624503548409052,Clay,Oolong,31,32,14,9,509,1407,NPK 20-20-10,10
24,77,50,7.371760466470545,Loam,Oolong,27,25,13,14,503,1490,Organic,10
20,77,69,5.1123486640431475,Sandy,Oolong,42,21,20,7,1229,920,NPK 5-10-5,24
28,73,62,7.147617028329438,Clay,Green,31,31,5,13,1360,785,NPK 20-20-10,27
23,60,57,4.600482030461329,Loam,Green,40,35,26,7,1102,1358,Organic,22
27,66,58,5.502290846650505,Sandy,Black,45,22,12,11,651,788,Organic,13
30,62,64,7.408052951038027,Clay,Green,45,23,9,6,505,1258,NPK 20-20-10,10
25,73,51,7.353073249963975,Loam,Green,47,32,22,17,1436,691,NPK 20-20-10,28
24,65,69,4.9480747606524105,Loam,Black,28,36,25,14,1378,1317,NPK 5-10-5,27
20,74,60,6.340813831338686,Clay,Green,36,33,18,17,570,1243,Organic,11
26,72,66,6.545050161113118,Clay,Green,39,19,17,9,758,893,NPK 20-20-10,15
22,69,70,4.940742782229998,Sandy,Oolong,39,22,22,12,826,1405,Organic,16
28,71,65,7.318965022845822,Sandy,Oolong,46,24,21,6,680,1338,NPK 20-20-10,13
24,75,60,7.140787329480673,Loam,Green,45,37,13,17,689,970,Organic,13
25,78,67,6.057632347046509,Loam,Black,41,31,22,8,1360,1295,NPK 5-10-5,27
24,72,61,7.462839074710143,Clay,Oolong,40,38,5,12,1173,894,NPK 5-10-5,23
24,68,55,7.7038307454716906,Loam,Oolong,33,22,6,20,1397,1078,Organic,27
27,61,57,5.671130559972842,Clay,Oolong,48,20,30,14,1242,1007,Organic,24
25,71,65,7.819078756428715,Loam,Black,36,18,23,7,1057,1019,NPK 20-20-10,21
28,66,69,4.53638936576537,Loam,Green,36,19,5,18,1345,1452,NPK 5-10-5,26
24,67,58,5.291676015075499,Loam,Green,33,34,27,19,945,817,NPK 5-10-5,18
21,77,51,5.429795738972036,Clay,Black,29,34,25,9,1170,933,NPK 20-20-10,23
22,75,52,7.017206121730517,Sandy,Black,44,32,15,8,1018,1110,Organic,20
28,75,63,5.562846618049706,Sandy,Black,30,40,28,15,1051,515,NPK 20-20-10,21
25,69,62,6.913664980741451,Sandy,Black,26,22,9,8,722,581,NPK 20-20-10,14
25,65,64,7.859219236504744,Clay,Green,27,31,19,9,1229,704,NPK 20-20-10,24
27,61,68,6.423409447172624,Sandy,Green,32,31,15,7,900,633,Organic,18
26,61,57,5.87996787229118,Sandy,Black,36,17,27,18,1149,1245,NPK 20-20-10,22
23,69,54,8.287376485668537,Clay,Green,41,40,22,9,1271,1402,Organic,25
30,61,61,4.573012938985662,Clay,Oolong,49,21,29,6,1402,1319,Organic,28
26,73,65,7.2823425613988135,Sandy,Oolong,28,15,17,13,1344,608,Organic,26
27,62,66,6.257142949974375,Loam,Black,27,39,13,20,1440,1230,NPK 5-10-5,28
29,71,57,5.720520974543744,Loam,Oolong,34,28,30,11,704,801,NPK 20-20-10,14
26,77,70,6.690980911514653,Clay,Green,47,30,28,19,1110,601,NPK 5-10-5,22
20,78,50,8.062639986367621,Clay,Green,40,15,17,13,1281,881,Organic,25
26,70,63,6.423676512003781,Sandy,Green,27,33,5,6,1169,508,NPK 20-20-10,23
21,67,51,4.6415566372830845,Sandy,Oolong,39,25,9,6,691,1469,NPK 5-10-5,13
28,75,67,5.036386501384969,Loam,Oolong,47,25,5,17,1323,691,Organic,26
25,64,60,6.819232509506467,Loam,Green,47,36,28,18,1339,1076,NPK 20-20-10,26
29,75,67,5.063567822095545,Clay,Green,50,31,14,19,1231,976,Organic,24
20,78,52,6.58719193329878,Clay,Oolong,36,18,27,5,562,1443,NPK 20-20-10,11
21,63,64,6.005818749021513,Loam,Oolong,25,25,20,9,613,765,NPK 5-10-5,12
22,61,68,6.993783445097503,Clay,Black,40,24,11,11,769,784,NPK 5-10-5,15
29,74,70,6.948690211593915,Loam,Green,38,24,30,10,752,724,NPK 20-20-10,15
28,64,55,7.5909013848540186,Sandy,Black,41,21,16,19,995,1344,NPK 5-10-5,19
22,60,68,4.745542095283019,Loam,Green,26,36,14,17,776,1115,NPK 20-20-10,15
25,64,57,7.781538219073129,Clay,Oolong,32,33,11,13,685,505,Organic,13
26,76,68,6.827476216457434,Clay,Oolong,29,22,20,6,585,1320,NPK 5-10-5,11
29,68,67,7.805475316336992,Sandy,Green,43,15,21,10,807,1061,Organic,16
23,66,53,4.952006768875508,Clay,Green,42,28,5,17,1157,526,NPK 5-10-5,23
20,73,54,8.142522200756718,Sandy,Oolong,30,15,29,19,916,758,NPK 5-10-5,18
24,68,59,6.311795282762162,Loam,Green,43,40,17,10,1470,989,Organic,29
25,66,59,6.764223157922977,Clay,Black,27,34,17,18,678,508,NPK 20-20-10,13
30,69,54,8.228394931012321,Sandy,Oolong,39,16,26,11,1124,1355,NPK 20-20-10,22
21,63,67,5.622997266728129,Loam,Oolong,26,21,28,8,652,504,Organic,13
22,80,54,7.99852760824869,Loam,Black,48,40,24,17,998,1399,NPK 20-20-10,19
27,77,70,6.959910203993854,Loam,Oolong,30,36,24,11,1196,1261,Organic,23
29,62,52,7.642445452665335,Loam,Oolong,32,34,16,10,500,1428,NPK 5-10-5,10
24,62,56,7.183647592927131,Clay,Green,28,26,15,7,739,1350,NPK 5-10-5,14
30,73,64,7.161998439720421,Clay,Black,27,27,20,18,996,1405,NPK 5-10-5,19
27,76,59,7.788492932739638,Loam,Oolong,35,27,25,5,1231,1129,NPK 20-20-10,24
27,69,63,7.3721345304140105,Loam,Black,29,32,18,20,840,1052,NPK 20-20-10,16
20,69,56,7.099881201934361,Loam,Oolong,32,35,22,9,845,960,Organic,16
24,65,54,5.1392557976830195,Loam,Black,25,24,23,10,1341,559,NPK 5-10-5,26
23,60,62,7.35226495011713,Sandy,Green,28,27,9,15,502,1269,NPK 5-10-5,10
24,63,55,5.30782125894415,Sandy,Green,41,22,27,12,1295,753,Organic,25
20,75,70,5.305811721701758,Clay,Oolong,36,26,9,20,1296,1465,Organic,25
22,63,56,5.29391532112427,Clay,Oolong,33,34,26,12,564,1092,NPK 5-10-5,11
30,75,70,5.244353672740379,Clay,Oolong,35,39,11,9,515,1153,NPK 5-10-5,10
25,62,61,6.127459319957952,Clay,Oolong,32,20,21,16,535,1237,NPK 5-10-5,10
30,77,51,4.866165061426526,Sandy,Green,46,26,16,17,1131,1471,NPK 20-20-10,22
21,65,65,7.272791953050735,Loam,Oolong,42,25,16,19,914,896,NPK 5-10-5,18
24,70,65,5.087759691197149,Loam,Green,42,15,25,14,974,871,Organic,19
20,62,50,8.045519031816882,Loam,Oolong,49,26,8,18,661,932,Organic,13
20,72,70,5.403483030365107,Sandy,Black,31,35,29,16,1020,913,NPK 5-10-5,20
29,74,63,7.463450885697808,Sandy,Green,26,18,21,17,1496,1462,NPK 5-10-5,29
26,76,69,6.477329676655578,Loam,Black,29,33,30,9,861,748,NPK 5-10-5,17
26,72,69,7.852625317873317,Sandy,Black,27,37,27,6,1478,958,NPK 20-20-10,29
24,72,66,6.236185786046265,Clay,Green,41,31,29,11,513,875,NPK 5-10-5,10
29,71,58,5.818023372413288,Clay,Black,31,21,14,13,1007,921,NPK 20-20-10,20
27,65,53,7.293781578982977,Loam,Black,30,29,26,9,663,570,Organic,13
25,72,69,6.166336206491362,Clay,Green,36,19,20,12,1003,507,Organic,20
30,63,54,6.3393205297623965,Loam,Black,29,35,29,17,546,1279,NPK 5-10-5,10
29,63,57,4.900102297847458,Loam,Green,37,35,17,19,1232,570,Organic,24
27,73,60,5.0695587326902665,Loam,Green,37,30,24,19,1388,652,NPK 20-20-10,27
24,67,57,6.33528771783924,Clay,Green,44,25,9,19,1483,1357,NPK 5-10-5,29
23,67,65,4.6335079031744275,Sandy,Black,39,34,12,8,823,683,NPK 20-20-10,16
21,68,50,4.515958758411778,Loam,Black,26,27,24,5,1323,532,NPK 5-10-5,26
21,77,61,6.330716483431242,Sandy,Oolong,45,22,16,8,706,1010,NPK 20-20-10,14
27,78,53,4.823243944091576,Loam,Green,50,26,21,15,741,684,NPK 5-10-5,14
22,70,62,6.732365962894962,Loam,Black,31,20,10,13,1184,895,NPK 20-20-10,23
27,73,50,5.388208678277364,Clay,Black,34,20,30,17,948,932,NPK 20-20-10,18
30,76,70,5.473520495938605,Clay,Green,27,38,30,10,1002,527,NPK 20-20-10,20
24,74,65,5.72772192204696,Sandy,Oolong,33,27,26,11,893,765,NPK 5-10-5,17
20,65,52,7.625904939343132,Clay,Black,29,40,6,11,551,551,NPK 5-10-5,11
22,64,62,8.244327236267177,Clay,Oolong,29,31,14,15,1459,813,Organic,29
29,69,53,5.914516988931549,Sandy,Oolong,43,21,15,14,704,948,Organic,14
27,77,65,6.3082727057046775,Loam,Black,42,40,23,16,1229,832,Organic,24
21,66,68,6.336244365919191,Loam,Black,44,38,30,14,895,1310,NPK 20-20-10,17
25,78,63,5.8664357171668415,Clay,Black,36,26,7,7,891,618,NPK 5-10-5,17
